Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm),Rain_Rate (mm/h),Rain_Type_Cloudburst,Rain_Type_Heavy_Rain,Rain_Type_Moderate_Rain,Rain_Type_No_Rain,Rain_Type_Shower,Rain_Type_Very_Heavy_Rain,Rain_Type_Weak_Rain
2024-10-10 12:00:00,-1.6801723539136417,0.5464743426433835,0.7005451011602135,0.5460906635754433,-0.3711627699012538,0.34023881954499974,0.4087114638537439,0.17468180220682963,0.45046398791373315,0.4522231887375095,-0.994875606062074,0.44673516395738394,0.9933095757361456,0.8516163178068176,-0.10724922013412629,-0.07703608338612004,0.1309189802193708,0.1443426521790296,0.28091988896818865,0.4405342027719712,-0.9581984987105527,0.26955005587304226,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-10-10 18:00:00,-1.0322373763938986,0.036983504849439144,0.13612047497106644,0.4247814193542306,0.6119211194623342,-0.18100857013457677,0.2716041639817287,-0.5188202401882259,0.2945271547968826,0.29624957117096634,-0.3779231498908665,-0.6928187442634325,-0.6277735066970076,1.4901628486131364,-0.2459253962122331,-0.24729505535707294,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.11713824101670356,-0.7142447583451108,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-11 00:00:00,-0.6432166491840813,-0.29400375692155345,-0.22621033158804846,0.04591210497652713,0.7047527792716224,-0.455960707350265,-0.1337075526262279,-0.5947359827688131,-0.12189395342568327,-0.12027649377829495,0.04008614954610694,-0.3515653487921515,-0.3775122200230559,0.3926404284725245,1.7648791569203162,1.9218042475528674,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.44885366316989544,-0.5547176645447741,0.6654908089704407,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-10-11 06:00:00,-0.15738347999791466,-0.37933473954913877,-0.35685227996010144,-0.07758371217845127,0.689879385601448,-0.5187679211835765,-0.25253387918197395,-0.5891691921554272,-0.2513991494231685,-0.2499048840106158,0.2652692226426941,-0.5172264398444638,-0.4300601577789715,1.2921173195409823,-0.1765873081731797,-0.36307115629732095,0.13572969575517965,0.11706057204978337,0.18833395250527388,-0.4752079192059422,-0.7522040257929861,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-11 12:00:00,0.20173755095520102,-0.10031597095735213,-0.11870253307396161,-0.4365916557411161,-0.7422522479637135,-0.30105957328894506,-0.5691953964206276,0.026888969059288025,-0.5728039264396884,-0.5723408513376548,0.14865451809003927,-0.3701599610531254,-0.27546662058148896,1.3713135894981094,-0.2459253962122331,-0.22686397872055863,0.31546621662497726,0.30581446091173586,0.47646577479324626,-0.07429550613945166,-1.0606230738069709,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-11 18:00:00,0.4962480832844578,-0.7272527518414775,-0.7591989133005353,-0.48401295624216084,0.7688709968588779,-0.755090997634933,-0.6085746163382066,-0.6474021880817296,-0.6175117141322952,-0.6167020186756076,0.7869590630659099,-0.8637623956171578,-0.9273938061443256,0.5816459887902222,-0.2459253962122331,-0.36307115629732095,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.8011199430092281,0.01303517185232676,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-12 00:00:00,0.528656638555802,-1.239274291292297,-1.2621408889662846,-0.9108502143543508,1.3007049311130061,-1.047083309300105,-0.9273647400588916,-0.8247754184102044,-0.9329226998317846,-0.9337085246316595,1.2750629538967786,-0.7809318500910016,-0.8744299216515559,0.23944367642490852,-0.2459253962122331,-0.36307115629732095,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-1.2216956351906965,0.8227783382296299,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-12 06:00:00,0.3504686165402092,-0.9954714837849105,-1.0072831449605137,-0.7071345026918412,1.0532441854024057,-0.8934068284333063,-0.7598934947814304,-0.7310132000396444,-0.7641139542144254,-0.7643463489116589,0.9950990532310651,-0.6729563175301195,-0.6735276477509708,-0.3409881426264243,-0.2459253962122331,-0.36307115629732095,0.5277486846941527,0.49344103119116034,0.40575985064798226,-0.9445662951639788,0.7727113734061413,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-12 12:00:00,-0.1227612255959976,0.014955707329034916,0.025451704028933587,-0.29460107585470235,-0.7350188321355091,-0.20109288252472737,-0.44930476662386587,0.07797245939388875,-0.44781863864848903,-0.4469079539829152,-0.052203752365625036,0.947099275707225,0.905406165347622,-0.4276270276357647,-0.2459253962122331,-0.36307115629732095,0.39405803386775573,0.37961905425165543,0.3234258177513212,-0.12181509733398123,-1.0581688108254261,-0.21614691913309003,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-10-12 18:00:00,-0.5604833336780776,-0.19405886331764838,-0.13662628881976538,-0.005016822939100176,0.3134876612761586,-0.3794373777383141,-0.18178901669093442,-0.433408207737745,-0.17210423806507238,-0.17037561461058645,-0.018682116293775315,-0.20069542658379555,-0.2445479131419925,-0.21571436202764735,0.10076504398303394,0.7436121615138731,-0.7267379050283311,-0.7280102703648494,-0.7222538248967034,-0.4242062890014688,-0.5602806606362725,0.09768804933241082,0.0,0.0,0.0,0.0,0.0,0.0,1.0
