Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
2025-01-01 00:00:00,0.17495055279419622,-0.5345936500668467,-0.5224845971229258,-0.3209815853275059,0.37354205129220114,-0.5925906917966431,-0.42661126479477657,-0.5152386847187527,-0.42914267208465884,-0.4286189249828664,0.46267086858887513,1.4827482359986974,1.4382998374847753,0.38644314504872757,-0.3008541802081362,-0.39527249405751214,-0.9353254258345852,-0.9451220235989013,-1.0042240753056273,-0.9708340350793249,-0.27154664881756824
2025-01-01 12:00:00,-0.6793543115021998,0.4366186890314064,0.4972053851713621,-0.6197738638851888,-1.6319977572339575,0.22833413548023315,-0.6833538524101672,0.9058285528429557,-0.6596949882950097,-0.6594234145102501,-0.5761612056044053,5.8432396322235425,6.088512232819436,0.8480732172344811,-0.22797645953660006,-0.39527249405751214,-0.84843931130834,-0.8597472802864121,-0.9124734646865249,-0.20614845901305692,-1.1051562985545291
2025-01-02 00:00:00,-0.9510057147248302,0.024381076772945945,0.15045231644276857,0.3167181084688536,0.37883569604863065,-0.13940548224136406,0.18516175493016346,-0.3593865437246096,0.2067474913548415,0.2081782811111427,-0.40330124654026195,1.6846215575922383,1.7733308185110381,1.38211654033975,2.9786432500109887,3.2318213317831184,-1.1708524467194465,-1.1656955406101328,-1.225844486580442,-0.27948125126799417,-1.176150592763364
2025-01-02 12:00:00,-0.6191769958671152,-0.6113891456841379,-0.4875330843438044,-0.09748033568667103,0.9340459693446722,-0.6607808717795074,-0.2291652266519973,-0.7803363248475527,-0.21309887562387936,-0.2122734637830363,0.20799379221800648,-0.39642696741522265,-0.4858714471622542,1.8451148552171768,-0.22797645953660006,-0.2861725742301159,-1.007668264571064,-0.9905664515517186,-1.0480796128170893,-0.7646569009305573,-0.8674104360617595
2025-01-03 00:00:00,-0.3699464520267694,-0.6403258845057482,-0.547901595385976,-0.5031171012385599,0.2856096099902949,-0.6823591260956485,-0.5908773023202305,-0.5096633012617189,-0.5766653117013641,-0.5763289986029386,0.33675275823366807,-0.30758884601213404,0.11544060150081618,1.5718253436066376,-0.22797645953660006,-0.25171996796883284,-0.7996361172812431,-0.8181518471114153,-0.8088194120694693,-0.8603703209055101,-0.9292647462856267
2025-01-03 12:00:00,-0.32011930954457823,-0.7413579904936364,-0.6486987153381953,-0.7083483207118927,0.17405592782380438,-0.7506611207138398,-0.7481675304212353,-0.4792685155996958,-0.7321781701712172,-0.7323185158296605,0.43821502057177053,0.5141948392466487,1.150008448540086,1.8737672144648625,0.4279230265072249,1.1799772255555951,-0.8743028389317361,-0.88637261208627,-0.8551005235898506,-0.8573977018559801,-0.9701821164509
2025-01-04 00:00:00,0.153631417100891,-1.1332117160353408,-1.076171800725453,-0.8896691068485264,0.6744550998783657,-0.995855838721079,-0.8911642477821567,-0.7208324889576022,-0.8836641852035029,-0.8836883435077446,0.9278719725346146,-0.48514083969746796,-0.5100331532596283,0.8327041536039949,-0.3008541802081362,-0.39527249405751214,-0.829922625472137,-0.8520925743102108,-0.9152099726911921,-1.3288649099512888,-0.6032011315659974
2025-01-04 12:00:00,-0.10257601047471283,-1.0171689848836019,-0.9342143323353715,-0.8777450235569174,0.4435016358531829,-0.9236718566975529,-0.8832781728910761,-0.620853701602318,-0.870145496520242,-0.8702492466389807,0.7383596690425425,-0.7888056910389352,-0.8919039533944941,0.7575461983387161,-0.3008541802081362,-0.39527249405751214,-0.817086725962724,-0.7971532692106919,-0.8673987879012224,-0.9841639357037104,-0.3444120501310935
2025-01-05 00:00:00,-0.8949603399426571,-1.3231244695451427,-1.1134676497821803,-0.9831626372002282,0.9530173920140019,-1.1042367303348908,-0.9577646146357354,-0.8242570472762629,-0.9249872690509172,-0.9256255252544673,0.6696641283297056,-0.8423570621224755,-0.8519378436512349,0.32766238012167004,3.197276412025597,2.3992166804687782,-1.140956007068885,-1.1267759141636107,-1.1859744621681843,-1.3242954294288707,-0.3482380899387519
2025-01-05 12:00:00,-1.9775017487155153,-0.41676862631835,-0.11992543907337984,0.3095574318185401,1.2481474876572425,-0.47895697519989877,0.22804228715041427,-0.8946124902299816,0.2873802373308866,0.2879129228012627,-0.46776286194970895,0.12579208748992748,0.048747673026557796,0.6836490781196707,2.249866043295628,4.502739696088225,-1.0171604833300851,-0.9838514424850899,-1.042675490159161,-0.6993575502392264,-0.42624679046163577
2025-01-06 00:00:00,-2.3257227575143573,0.6983310338421884,0.9722415398645539,1.0459551918614312,0.12145100559862179,0.5078722015238597,1.0298959176770799,-0.11293677571713948,1.104445946258189,1.1050580091966278,-1.434025927258385,0.8943971490277004,0.6478255913313101,0.5807386904798542,-0.3008541802081362,-0.39527249405751214,-0.9449416070534578,-0.9389112508994998,-0.9669913371272766,0.2080282728549438,-0.9917567298107703
2025-01-06 12:00:00,-2.4458199891904204,1.218699372855678,1.4769131454330033,0.7482267100920924,-1.117314219875431,1.1541006995038574,0.6585726882353421,1.147238237948771,0.7357980172713932,0.7368627525734005,-1.8276208222894752,2.9554415655793616,3.351123324897089,0.6509564221810789,-0.3008541802081362,-0.39527249405751214,-0.5726707702901183,-0.5772782570578152,-0.5601977263855094,0.7563659355451264,-1.2001696204447996
