Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
2025-01-01 00:00:00,0.48611770751159356,-1.051463898268042,-1.047602006316812,-0.8879759687737885,0.5407983593649872,-0.9168971116368376,-0.8862928645134001,-0.607500433751516,-0.8856892452904037,-0.8859292491485626,1.008129647514546,-0.34880990307979354,-0.06104274877955163,-0.012637430359398386,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-1.2726740141179855,0.5705213663637552
2025-01-01 00:30:00,0.44817938891254566,-0.8951270768317482,-0.8958624152987158,-0.7710506471869332,0.4004640233116479,-0.8238392276228645,-0.7984646982540012,-0.5438759322729372,-0.8005096042571277,-0.7982604367717954,0.866165400098324,-0.4077721963582456,-0.35607015544506565,-0.10437238123852302,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-1.214730294391327,0.3228966722975544
2025-01-01 01:00:00,0.4100796306598849,-0.8169586661136012,-0.818180030818459,-0.6639601657335519,0.41139916638074014,-0.7755581497244014,-0.7149559500073596,-0.5395624067489657,-0.7175715327247271,-0.716903778886156,0.7872332785348952,-0.516625660872311,-0.48582042853356416,-0.10160823959244786,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-1.1253778293922743,0.23366254830973535
2025-01-01 01:30:00,0.375854424093921,-0.7770428819171007,-0.7767494257623067,-0.5845529379892079,0.45513973865710455,-0.7498601566494132,-0.6516044858202518,-0.5503462205588944,-0.652566017199332,-0.6551849349729117,0.7410475767088188,-0.04492731464469447,-0.01933730385824844,-0.07431234083745415,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-1.0636433990292922,0.16896780841856734
2025-01-01 02:00:00,0.36552228626269995,-0.7288113093463291,-0.7306578776373609,-0.5248153905118115,0.45149469096740763,-0.7187110741342756,-0.6040908876799215,-0.5417191695109516,-0.6077346271818184,-0.608895802037979,0.6975118741678364,0.11381732110498385,-0.008524781100873532,-0.04667092437670075,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-1.0300685333932844,0.06634856583257218
2025-01-01 02:30:00,0.3400148209918509,-0.7149516620558776,-0.7146035181781047,-0.5036886968917567,0.45696226250195376,-0.7101450764426129,-0.5868132156288921,-0.5427975508919444,-0.5898020711748131,-0.5906606890636112,0.677163665371516,0.33605981115453387,0.36219028486626487,0.24460050157848637,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-0.9959521376663732,0.08196453753044175
2025-01-01 03:00:00,0.31353871779932485,-0.6994288570905718,-0.6969955110292448,-0.4781909632123801,0.4660748817261968,-0.7000216246251934,-0.5652161255651056,-0.5449543136539301,-0.5696279456669318,-0.5682174730951587,0.6542601001216992,-0.44178890401889104,-0.12900717754019378,0.23838118287481666,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-0.9786231747574661,0.046270887935315634
2025-01-01 03:30:00,0.2996549075886105,-0.6473165832784737,-0.646243019835479,-0.44540816276746753,0.41139916638074014,-0.6649789067956634,-0.5378598114843092,-0.5179947791291086,-0.5427291116564235,-0.5415661541326219,0.6075065413059584,0.9030049388319574,1.4063710540070378,0.4989015330174155,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-0.9656264525757857,-0.10988882904336872
2025-01-01 04:00:00,0.2631695458720781,-0.6068464131903551,-0.6037766496529419,-0.41991042908809095,0.3676585941043742,-0.6377234595949183,-0.5177025274247753,-0.4942703887472656,-0.5203134166476666,-0.5191229381641694,0.5612261966482648,0.837239304021376,0.9738701437120423,0.44223662927287144,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-0.9715832835757225,-0.161198450336372
2025-01-01 04:30:00,0.21021733948702603,-0.6661657035934879,-0.6524576105939027,-0.4563357629157717,0.4314469286740731,-0.6766598127388401,-0.5479384535140762,-0.5277002115580444,-0.5472122506581746,-0.5485796591227632,0.5886726178153967,1.0413395499852487,0.9167182377087757,0.2162680497062142,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-0.9629188021212691,-0.04742494225189802
2025-01-01 05:00:00,0.2008538395774709,-0.7814779690500451,-0.7591414186134556,-0.5000461635089887,0.6027641700898385,-0.7537537919638051,-0.5824937976161345,-0.6042652896085374,-0.5853189321730613,-0.5836471840734703,0.6771636653715095,0.5537667401826647,0.4950298501711558,0.09395478186738114,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-0.9667095127575922,0.06634856583257218
2025-01-01 05:30:00,0.1905217017462388,-0.7044183301151343,-0.6856020946388087,-0.4410371227081457,0.5353307878304411,-0.703136532876707,-0.5349801994758042,-0.5729922295597445,-0.5360044031537965,-0.5359553501405083,0.6111976117387705,-0.040391753623275274,0.14748447582696372,0.09049960480978718,-0.13432944280594017,-0.25519876116366363,-0.567236201615027,-0.5721032464787191,-0.5780543031990745,-0.9748324641211427,-0.016192998856162672
